nohup: ignoring input
2026-03-09 00:29:10 | INFO     | tpe.benchmark | ======================================================================
2026-03-09 00:29:10 | INFO     | tpe.benchmark | Optuna TPE Baseline  |  XGBoost HPO  |  All 18 Datasets  v2.0
2026-03-09 00:29:10 | INFO     | tpe.benchmark | Run ID   : 20260309_002910
2026-03-09 00:29:10 | INFO     | tpe.benchmark | Log file : /mnt/disk1/erdemy/app2scale/hdmr-opt/logs/optuna_tabarena_20260309_002910.log
2026-03-09 00:29:10 | INFO     | tpe.benchmark | ======================================================================
2026-03-09 00:29:10 | INFO     | tpe.benchmark | Configuration:
2026-03-09 00:29:10 | INFO     | tpe.benchmark |   sampler=TPE  trials=200/fold  outer_folds=8  seed=42
2026-03-09 00:29:10 | INFO     | tpe.benchmark |   task_filter=all  datasets=[46928, 46923, 46949, 46952, 46927, 46938, 46940, 46930, 46956, 46963, 46918] (11 total)
2026-03-09 00:29:10 | INFO     | tpe.benchmark | 
2026-03-09 00:29:10 | INFO     | tpe.benchmark | ▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓
2026-03-09 00:29:10 | INFO     | tpe.benchmark |   DATASET: Food_Delivery_Time  (DID=46928)
2026-03-09 00:29:10 | INFO     | tpe.benchmark | ▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓
2026-03-09 00:29:10 | INFO     | openml.config | No config file found at /home/erdemy/.config/openml/config, using default configuration.
2026-03-09 00:29:10 | INFO     | tpe.benchmark | Loading: Food_Delivery_Time  (DID=46928, task=regression) ...
2026-03-09 00:29:10 | INFO     | openml.datasets.dataset | pickle write Food_Delivery_Time
2026-03-09 00:29:10 | INFO     | tpe.benchmark |   Food_Delivery_Time | 45451 x 9 | y mean=26.291  std=9.382
2026-03-09 00:29:10 | INFO     | tpe.benchmark | 
2026-03-09 00:29:10 | INFO     | tpe.benchmark |   ┌─ Food_Delivery_Time  [Optuna-TPE-200]
2026-03-09 00:29:10 | INFO     | tpe.benchmark |   │  task=regression  trials=200/fold

  [Optuna] Food_Delivery_Time Fold 1/8 |                                      | 0/200 [00:00<?]
  [Optuna] Food_Delivery_Time Fold 1/8 |▏                                 | 1/200 [00:06<19:56]
  [Optuna] Food_Delivery_Time Fold 1/8 |         | 1/200 [00:06<19:56], val=0.7883, best=0.7883
  [Optuna] Food_Delivery_Time Fold 1/8 |         | 2/200 [00:06<10:00], val=0.7883, best=0.7883
  [Optuna] Food_Delivery_Time Fold 1/8 |         | 2/200 [00:06<10:00], val=0.7884, best=0.7883
  [Optuna] Food_Delivery_Time Fold 1/8 |▏        | 3/200 [00:10<10:01], val=0.7884, best=0.7883
  [Optuna] Food_Delivery_Time Fold 1/8 |▏        | 3/200 [00:10<10:01], val=0.7897, best=0.7883
  [Optuna] Food_Delivery_Time Fold 1/8 |▏        | 4/200 [00:12<08:51], val=0.7897, best=0.7883
  [Optuna] Food_Delivery_Time Fold 1/8 |▏        | 4/200 [00:12<08:51], val=0.7922, best=0.7883
  [Optuna] Food_Delivery_Time Fold 1/8 |▏        | 5/200 [00:13<07:20], val=0.7922, best=0.7883
  [Optuna] Food_Delivery_Time Fold 1/8 |▏        | 5/200 [00:13<07:20], val=0.7878, best=0.7878
  [Optuna] Food_Delivery_Time Fold 1/8 |▎        | 6/200 [00:16<07:58], val=0.7878, best=0.7878
  [Optuna] Food_Delivery_Time Fold 1/8 |▎        | 6/200 [00:16<07:58], val=0.7888, best=0.7878
  [Optuna] Food_Delivery_Time Fold 1/8 |▎        | 7/200 [00:22<11:11], val=0.7888, best=0.7878
  [Optuna] Food_Delivery_Time Fold 1/8 |▎        | 7/200 [00:22<11:11], val=0.7887, best=0.7878
  [Optuna] Food_Delivery_Time Fold 1/8 |▎        | 8/200 [00:24<09:32], val=0.7887, best=0.7878
  [Optuna] Food_Delivery_Time Fold 1/8 |▎        | 8/200 [00:24<09:32], val=0.7907, best=0.7878
  [Optuna] Food_Delivery_Time Fold 1/8 |▍        | 9/200 [00:32<15:09], val=0.7907, best=0.7878
  [Optuna] Food_Delivery_Time Fold 1/8 |▍        | 9/200 [00:32<15:09], val=0.7887, best=0.7878
  [Optuna] Food_Delivery_Time Fold 1/8 |▍       | 10/200 [00:34<11:56], val=0.7887, best=0.7878
  [Optuna] Food_Delivery_Time Fold 1/8 |▍       | 10/200 [00:34<11:56], val=0.7898, best=0.7878
  [Optuna] Food_Delivery_Time Fold 1/8 |█▏      | 31/200 [02:14<16:21], val=0.7881, best=0.7875
  [Optuna] Food_Delivery_Time Fold 1/8 |█▎      | 32/200 [02:16<13:14], val=0.7881, best=0.7875
  [Optuna] Food_Delivery_Time Fold 1/8 |█▎      | 32/200 [02:16<13:14], val=0.7877, best=0.7875
  [Optuna] Food_Delivery_Time Fold 1/8 |█▎      | 33/200 [02:19<11:06], val=0.7877, best=0.7875
  [Optuna] Food_Delivery_Time Fold 1/8 |█▎      | 33/200 [02:19<11:06], val=0.7879, best=0.7875
  [Optuna] Food_Delivery_Time Fold 1/8 |█▎      | 34/200 [02:22<10:21], val=0.7879, best=0.7875
  [Optuna] Food_Delivery_Time Fold 1/8 |█▎      | 34/200 [02:22<10:21], val=0.7875, best=0.7875
  [Optuna] Food_Delivery_Time Fold 1/8 |█▍      | 35/200 [02:26<10:46], val=0.7875, best=0.7875
  [Optuna] Food_Delivery_Time Fold 1/8 |█▍      | 35/200 [02:26<10:46], val=0.7879, best=0.7875
  [Optuna] Food_Delivery_Time Fold 1/8 |█▍      | 36/200 [02:34<13:30], val=0.7879, best=0.7875
  [Optuna] Food_Delivery_Time Fold 1/8 |█▍      | 36/200 [02:34<13:30], val=0.7878, best=0.7875
  [Optuna] Food_Delivery_Time Fold 1/8 |█▍      | 37/200 [02:37<11:58], val=0.7878, best=0.7875
  [Optuna] Food_Delivery_Time Fold 1/8 |█▍      | 37/200 [02:37<11:58], val=0.7876, best=0.7875
  [Optuna] Food_Delivery_Time Fold 1/8 |█▌      | 38/200 [02:40<10:46], val=0.7876, best=0.7875
  [Optuna] Food_Delivery_Time Fold 1/8 |█▌      | 38/200 [02:40<10:46], val=0.7879, best=0.7875
  [Optuna] Food_Delivery_Time Fold 1/8 |█▌      | 39/200 [02:43<09:59], val=0.7879, best=0.7875
  [Optuna] Food_Delivery_Time Fold 1/8 |█▌      | 39/200 [02:43<09:59], val=0.7883, best=0.7875
  [Optuna] Food_Delivery_Time Fold 1/8 |█▌      | 40/200 [02:46<09:11], val=0.7883, best=0.7875
  [Optuna] Food_Delivery_Time Fold 1/8 |█▌      | 40/200 [02:46<09:11], val=0.7883, best=0.7875
  [Optuna] Food_Delivery_Time Fold 1/8 |█▋      | 41/200 [02:48<07:56], val=0.7883, best=0.7875
  [Optuna] Food_Delivery_Time Fold 1/8 |█▋      | 41/200 [02:48<07:56], val=0.7901, best=0.7875
  [Optuna] Food_Delivery_Time Fold 1/8 |█▋      | 42/200 [02:54<10:44], val=0.7901, best=0.7875
  [Optuna] Food_Delivery_Time Fold 1/8 |█▋      | 42/200 [02:54<10:44], val=0.7877, best=0.7875
  [Optuna] Food_Delivery_Time Fold 1/8 |█▋      | 43/200 [02:59<11:05], val=0.7877, best=0.7875
  [Optuna] Food_Delivery_Time Fold 1/8 |█▋      | 43/200 [02:59<11:05], val=0.7881, best=0.7875
  [Optuna] Food_Delivery_Time Fold 1/8 |█▊      | 44/200 [03:04<11:41], val=0.7881, best=0.7875
  [Optuna] Food_Delivery_Time Fold 1/8 |█▊      | 44/200 [03:04<11:41], val=0.7881, best=0.7875
  [Optuna] Food_Delivery_Time Fold 1/8 |█▊      | 45/200 [03:07<10:26], val=0.7881, best=0.7875
  [Optuna] Food_Delivery_Time Fold 1/8 |█▊      | 45/200 [03:07<10:26], val=0.7870, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |█▊      | 46/200 [03:09<09:07], val=0.7870, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |█▊      | 46/200 [03:09<09:07], val=0.7877, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |█▉      | 47/200 [03:12<08:33], val=0.7877, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |█▉      | 47/200 [03:12<08:33], val=0.7873, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |█▉      | 48/200 [03:15<08:07], val=0.7873, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |█▉      | 48/200 [03:15<08:07], val=0.7876, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |█▉      | 49/200 [03:18<08:06], val=0.7876, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |█▉      | 49/200 [03:18<08:06], val=0.7874, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██      | 50/200 [03:22<08:13], val=0.7874, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██      | 50/200 [03:22<08:13], val=0.7873, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██      | 51/200 [03:23<06:47], val=0.7873, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██      | 51/200 [03:23<06:47], val=0.7875, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██      | 52/200 [03:26<07:03], val=0.7875, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██      | 52/200 [03:26<07:03], val=0.7879, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██      | 53/200 [03:28<06:24], val=0.7879, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██      | 53/200 [03:28<06:24], val=0.7878, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▏     | 54/200 [03:31<06:36], val=0.7878, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▏     | 54/200 [03:31<06:36], val=0.7873, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▏     | 55/200 [03:35<07:17], val=0.7873, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▏     | 55/200 [03:35<07:17], val=0.7882, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▏     | 56/200 [03:39<08:02], val=0.7882, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▏     | 56/200 [03:39<08:02], val=0.7879, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▎     | 57/200 [03:40<06:25], val=0.7879, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▎     | 57/200 [03:40<06:25], val=0.7893, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▎     | 58/200 [03:44<06:45], val=0.7893, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▎     | 58/200 [03:44<06:45], val=0.7881, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▎     | 59/200 [03:46<06:26], val=0.7881, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▎     | 59/200 [03:46<06:26], val=0.7875, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▍     | 60/200 [03:49<06:26], val=0.7875, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▍     | 60/200 [03:49<06:26], val=0.7881, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▍     | 61/200 [03:51<05:45], val=0.7881, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▍     | 61/200 [03:51<05:45], val=0.7878, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▍     | 62/200 [03:54<06:10], val=0.7878, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▍     | 62/200 [03:54<06:10], val=0.7879, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▌     | 63/200 [03:57<06:12], val=0.7879, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▌     | 63/200 [03:57<06:12], val=0.7873, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▌     | 64/200 [04:00<06:18], val=0.7873, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▌     | 64/200 [04:00<06:18], val=0.7870, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▌     | 65/200 [04:03<06:25], val=0.7870, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▌     | 65/200 [04:03<06:25], val=0.7873, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▋     | 66/200 [04:06<06:24], val=0.7873, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▋     | 66/200 [04:06<06:24], val=0.7871, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▋     | 67/200 [04:09<06:31], val=0.7871, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▋     | 67/200 [04:09<06:31], val=0.7871, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▋     | 68/200 [04:11<06:07], val=0.7871, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▋     | 68/200 [04:11<06:07], val=0.7870, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▊     | 69/200 [04:15<07:01], val=0.7870, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▊     | 69/200 [04:15<07:01], val=0.7873, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▊     | 70/200 [04:17<06:15], val=0.7873, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▊     | 70/200 [04:17<06:15], val=0.7876, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▊     | 71/200 [04:21<06:23], val=0.7876, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▊     | 71/200 [04:21<06:23], val=0.7873, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▉     | 72/200 [04:23<05:56], val=0.7873, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▉     | 72/200 [04:23<05:56], val=0.7879, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▉     | 73/200 [04:26<05:47], val=0.7879, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▉     | 73/200 [04:26<05:47], val=0.7873, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▉     | 74/200 [04:28<05:33], val=0.7873, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |██▉     | 74/200 [04:28<05:33], val=0.7873, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |███     | 75/200 [04:30<05:08], val=0.7873, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |███     | 75/200 [04:30<05:08], val=0.7870, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |███     | 76/200 [04:32<04:52], val=0.7870, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |███     | 76/200 [04:32<04:52], val=0.7872, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |███     | 77/200 [04:35<05:05], val=0.7872, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |███     | 77/200 [04:35<05:05], val=0.7877, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |███     | 78/200 [04:36<04:27], val=0.7877, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |███     | 78/200 [04:36<04:27], val=0.7872, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |███▏    | 79/200 [04:38<04:12], val=0.7872, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |███▏    | 79/200 [04:38<04:12], val=0.7872, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |███▏    | 80/200 [04:40<03:57], val=0.7872, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |███▏    | 80/200 [04:40<03:57], val=0.7870, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |███▏    | 81/200 [04:41<03:34], val=0.7870, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |███▏    | 81/200 [04:41<03:34], val=0.7873, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |███▎    | 82/200 [04:43<03:21], val=0.7873, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |███▎    | 82/200 [04:43<03:21], val=0.7879, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |███▎    | 83/200 [04:44<03:00], val=0.7879, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |███▎    | 83/200 [04:44<03:00], val=0.7874, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |███▎    | 84/200 [04:46<03:02], val=0.7874, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |███▎    | 84/200 [04:46<03:02], val=0.7874, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |███▍    | 85/200 [04:47<02:44], val=0.7874, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |███▍    | 85/200 [04:47<02:44], val=0.7874, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |███▍    | 86/200 [04:48<02:47], val=0.7874, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |███▍    | 86/200 [04:48<02:47], val=0.7883, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |███▍    | 87/200 [04:50<02:49], val=0.7883, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |███▍    | 87/200 [04:50<02:49], val=0.7872, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |███▌    | 88/200 [04:51<02:46], val=0.7872, best=0.7870
  [Optuna] Food_Delivery_Time Fold 1/8 |███▌    | 88/200 [04:51<02:46], val=0.7868, best=0.7868
  [Optuna] Food_Delivery_Time Fold 1/8 |███▌    | 89/200 [04:55<04:00], val=0.7868, best=0.7868
