longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_<1H OCEAN,ocean_INLAND,ocean_ISLAND,ocean_NEAR BAY,ocean_NEAR OCEAN,median_house_value
-122.29,37.82,49.0,135.0,29.0,86.0,23.0,6.1183,False,False,False,True,False,75000.0
-122.29,37.81,50.0,760.0,190.0,377.0,122.0,0.9011,False,False,False,True,False,86100.0
-122.3,37.81,52.0,1224.0,237.0,521.0,159.0,1.191,False,False,False,True,False,76100.0
-122.3,37.81,48.0,828.0,182.0,392.0,133.0,2.5938,False,False,False,True,False,73500.0
-122.3,37.81,52.0,1010.0,209.0,604.0,187.0,1.1667,False,False,False,True,False,78400.0
-122.3,37.81,48.0,1455.0,354.0,788.0,332.0,0.8056,False,False,False,True,False,84400.0
-122.29,37.8,52.0,1027.0,244.0,492.0,147.0,2.6094,False,False,False,True,False,81300.0
-122.3,37.81,52.0,572.0,109.0,274.0,82.0,1.8516,False,False,False,True,False,85000.0
-122.29,37.81,46.0,2801.0,644.0,1823.0,611.0,0.9802,False,False,False,True,False,129200.0
-122.29,37.81,26.0,768.0,152.0,392.0,127.0,1.7719,False,False,False,True,False,82500.0
-122.29,37.81,46.0,935.0,297.0,582.0,277.0,0.7286,False,False,False,True,False,95200.0
-122.29,37.81,49.0,844.0,204.0,560.0,152.0,1.75,False,False,False,True,False,75000.0
-122.29,37.81,46.0,12.0,4.0,18.0,7.0,0.4999,False,False,False,True,False,67500.0
-122.29,37.81,20.0,835.0,161.0,290.0,133.0,2.483,False,False,False,True,False,137500.0
-122.28,37.81,17.0,1237.0,462.0,762.0,439.0,0.9241,False,False,False,True,False,177500.0
-122.28,37.81,36.0,2914.0,562.0,1236.0,509.0,2.4464,False,False,False,True,False,102100.0
-122.28,37.81,19.0,1207.0,243.0,721.0,207.0,1.1111,False,False,False,True,False,108300.0
-122.29,37.81,23.0,1745.0,374.0,1054.0,325.0,0.8026,False,False,False,True,False,112500.0
-122.28,37.8,38.0,684.0,176.0,344.0,155.0,2.0114,False,False,False,True,False,131300.0
-122.28,37.81,17.0,924.0,289.0,609.0,289.0,1.5,False,False,False,True,False,162500.0
-122.27,37.81,52.0,210.0,56.0,183.0,56.0,1.1667,False,False,False,True,False,112500.0
-122.28,37.81,52.0,340.0,97.0,200.0,87.0,1.5208,False,False,False,True,False,112500.0
-122.28,37.81,52.0,386.0,164.0,346.0,155.0,0.8075,False,False,False,True,False,137500.0
-122.28,37.81,35.0,948.0,184.0,467.0,169.0,1.8088,False,False,False,True,False,118800.0
-122.28,37.81,52.0,773.0,143.0,377.0,115.0,2.4083,False,False,False,True,False,98200.0
-122.27,37.81,40.0,880.0,451.0,582.0,380.0,0.977,False,False,False,True,False,118800.0
-122.27,37.81,10.0,875.0,348.0,546.0,330.0,0.76,False,False,False,True,False,162500.0
-122.27,37.8,10.0,105.0,42.0,125.0,39.0,0.9722,False,False,False,True,False,137500.0
-122.27,37.8,52.0,249.0,78.0,396.0,85.0,1.2434,False,False,False,True,False,500001.0
-122.27,37.8,16.0,994.0,392.0,800.0,362.0,2.0938,False,False,False,True,False,162500.0
-122.28,37.8,52.0,215.0,87.0,904.0,88.0,0.8668,False,False,False,True,False,137500.0
-122.28,37.8,52.0,96.0,31.0,191.0,34.0,0.75,False,False,False,True,False,162500.0
-122.27,37.79,27.0,1055.0,347.0,718.0,302.0,2.6354,False,False,False,True,False,187500.0
-122.27,37.8,39.0,1715.0,623.0,1327.0,467.0,1.8477,False,False,False,True,False,179200.0
-122.26,37.8,36.0,5329.0,2477.0,3469.0,2323.0,2.0096,False,False,False,True,False,130000.0
-122.26,37.82,31.0,4596.0,1331.0,2048.0,1180.0,2.8345,False,False,False,True,False,183800.0
-122.26,37.81,29.0,335.0,107.0,202.0,91.0,2.0062,False,False,False,True,False,125000.0
-122.26,37.82,22.0,3682.0,1270.0,2024.0,1250.0,1.2185,False,False,False,True,False,170000.0
-122.26,37.82,37.0,3633.0,1085.0,1838.0,980.0,2.6104,False,False,False,True,False,193100.0
-122.25,37.81,29.0,4656.0,1414.0,2304.0,1250.0,2.4912,False,False,False,True,False,257800.0
-122.25,37.81,28.0,5806.0,1603.0,2563.0,1497.0,3.2177,False,False,False,True,False,273400.0
-122.25,37.81,39.0,854.0,242.0,389.0,228.0,3.125,False,False,False,True,False,237500.0
-122.25,37.81,52.0,2155.0,701.0,895.0,613.0,2.5795,False,False,False,True,False,350000.0
-122.26,37.81,34.0,5871.0,1914.0,2689.0,1789.0,2.8406,False,False,False,True,False,335700.0
-122.24,37.82,52.0,1509.0,225.0,674.0,244.0,4.9306,False,False,False,True,False,313400.0
-122.24,37.81,52.0,2026.0,482.0,709.0,456.0,3.2727,False,False,False,True,False,268500.0
-122.25,37.81,52.0,1758.0,460.0,686.0,422.0,3.1691,False,False,False,True,False,259400.0
-122.24,37.82,52.0,3481.0,751.0,1444.0,718.0,3.9,False,False,False,True,False,275700.0
-122.25,37.82,28.0,3337.0,855.0,1520.0,802.0,3.9063,False,False,False,True,False,225000.0
-122.25,37.82,52.0,1424.0,289.0,550.0,253.0,5.0917,False,False,False,True,False,262500.0
-122.25,37.82,32.0,3809.0,1098.0,1806.0,1022.0,2.6429,False,False,False,True,False,218500.0
-122.25,37.82,26.0,3959.0,1196.0,1749.0,1217.0,3.0233,False,False,False,True,False,255000.0
-122.25,37.83,52.0,2376.0,559.0,939.0,519.0,3.1484,False,False,False,True,False,224100.0
-122.25,37.83,35.0,1613.0,428.0,675.0,422.0,3.4722,False,False,False,True,False,243100.0
-122.25,37.83,52.0,1279.0,287.0,534.0,291.0,3.1429,False,False,False,True,False,231600.0
-122.25,37.83,28.0,5022.0,1750.0,2558.0,1661.0,2.4234,False,False,False,True,False,218500.0
-122.25,37.83,52.0,4190.0,1105.0,1786.0,1037.0,3.0897,False,False,False,True,False,234100.0
-122.23,37.84,50.0,2515.0,399.0,970.0,373.0,5.8596,False,False,False,True,False,327600.0
-122.23,37.84,47.0,3175.0,454.0,1098.0,485.0,5.2868,False,False,False,True,False,347600.0
-122.24,37.83,41.0,2576.0,406.0,794.0,376.0,5.956,False,False,False,True,False,366100.0
-122.24,37.85,37.0,334.0,54.0,98.0,47.0,4.9643,False,False,False,True,False,335000.0
-122.23,37.85,52.0,2800.0,411.0,1061.0,403.0,6.3434,False,False,False,True,False,373600.0
-122.24,37.84,52.0,3529.0,574.0,1177.0,555.0,5.1773,False,False,False,True,False,389500.0
-122.24,37.85,52.0,2612.0,365.0,901.0,367.0,7.2354,False,False,False,True,False,391100.0
-122.22,37.85,28.0,5287.0,1048.0,2031.0,956.0,5.457,False,False,False,True,False,337300.0
-122.22,37.84,50.0,2935.0,473.0,1031.0,479.0,7.5,False,False,False,True,False,295200.0
-122.21,37.84,44.0,3424.0,597.0,1358.0,597.0,6.0194,False,False,False,True,False,292300.0
-122.21,37.83,40.0,4991.0,674.0,1616.0,654.0,7.5544,False,False,False,True,False,411500.0
-122.2,37.84,30.0,2211.0,346.0,844.0,343.0,6.0666,False,False,False,True,False,311500.0
-122.21,37.84,34.0,3038.0,490.0,1140.0,496.0,7.0548,False,False,False,True,False,325900.0
-122.19,37.84,18.0,1617.0,210.0,533.0,194.0,11.6017,False,False,False,True,False,392600.0
-122.2,37.84,35.0,2865.0,460.0,1072.0,443.0,7.4882,False,False,False,True,False,319300.0
-122.21,37.83,34.0,5065.0,788.0,1627.0,766.0,6.8976,False,False,False,True,False,333300.0
-122.19,37.83,28.0,1326.0,184.0,463.0,190.0,8.2049,False,False,False,True,False,335200.0
-122.2,37.83,26.0,1589.0,223.0,542.0,211.0,8.401,False,False,False,True,False,351200.0
-122.19,37.83,29.0,1791.0,271.0,661.0,269.0,6.8538,False,False,False,True,False,368900.0
-122.19,37.82,32.0,1835.0,264.0,635.0,263.0,8.317,False,False,False,True,False,365900.0
-122.2,37.82,37.0,1229.0,181.0,420.0,176.0,7.0175,False,False,False,True,False,366700.0
-122.2,37.82,39.0,3770.0,534.0,1265.0,500.0,6.3302,False,False,False,True,False,362800.0
-122.18,37.81,30.0,292.0,38.0,126.0,52.0,6.3624,False,False,False,True,False,483300.0
-122.21,37.82,52.0,2375.0,333.0,813.0,350.0,7.0549,False,False,False,True,False,331400.0
-122.2,37.81,45.0,2964.0,436.0,1067.0,426.0,6.7851,False,False,False,True,False,323500.0
-122.21,37.8,50.0,2833.0,605.0,1260.0,552.0,2.8929,False,False,False,True,False,216700.0
-122.21,37.8,38.0,2254.0,535.0,951.0,487.0,3.0812,False,False,False,True,False,233100.0
-122.21,37.81,52.0,1389.0,212.0,510.0,224.0,5.2402,False,False,False,True,False,296400.0
-122.22,37.81,52.0,1971.0,335.0,765.0,308.0,6.5217,False,False,False,True,False,273700.0
-122.22,37.8,52.0,2183.0,465.0,1129.0,460.0,3.2632,False,False,False,True,False,227700.0
-122.22,37.8,52.0,2286.0,464.0,1073.0,441.0,3.0298,False,False,False,True,False,199600.0
-122.22,37.8,52.0,2721.0,541.0,1185.0,515.0,4.5428,False,False,False,True,False,239800.0
-122.22,37.81,52.0,2024.0,339.0,756.0,340.0,4.072,False,False,False,True,False,270100.0
-122.22,37.81,52.0,2944.0,536.0,1034.0,521.0,5.3509,False,False,False,True,False,302100.0
-122.23,37.8,52.0,2033.0,486.0,787.0,459.0,3.1603,False,False,False,True,False,269500.0
-122.23,37.81,52.0,1433.0,229.0,612.0,213.0,4.7708,False,False,False,True,False,314700.0
-122.22,37.81,52.0,2927.0,402.0,1021.0,380.0,8.1564,False,False,False,True,False,390100.0
-122.23,37.81,52.0,2315.0,292.0,861.0,258.0,8.8793,False,False,False,True,False,410300.0
-122.24,37.81,52.0,2485.0,313.0,953.0,327.0,6.8591,False,False,False,True,False,352400.0
-122.24,37.81,52.0,1490.0,238.0,634.0,256.0,6.0302,False,False,False,True,False,287300.0
-122.23,37.81,52.0,2814.0,365.0,878.0,352.0,7.508,False,False,False,True,False,348700.0
-122.24,37.81,52.0,2093.0,550.0,918.0,483.0,2.7477,False,False,False,True,False,243800.0
-122.24,37.8,52.0,888.0,168.0,360.0,175.0,2.1944,False,False,False,True,False,211500.0
-122.25,37.8,52.0,2087.0,510.0,1197.0,488.0,3.0149,False,False,False,True,False,218400.0
-122.24,37.81,52.0,2513.0,502.0,1048.0,518.0,3.675,False,False,False,True,False,269900.0
-122.25,37.81,46.0,3232.0,835.0,1373.0,747.0,3.225,False,False,False,True,False,218800.0
-122.25,37.8,42.0,4120.0,1065.0,1715.0,1015.0,2.9345,False,False,False,True,False,225000.0
-122.25,37.8,43.0,2364.0,792.0,1359.0,722.0,2.1429,False,False,False,True,False,250000.0
-122.25,37.8,41.0,1471.0,469.0,1062.0,413.0,1.6121,False,False,False,True,False,171400.0
-122.25,37.8,29.0,2468.0,864.0,1335.0,773.0,1.3929,False,False,False,True,False,193800.0
-122.24,37.79,27.0,1632.0,492.0,1171.0,429.0,2.3173,False,False,False,True,False,125000.0
-122.25,37.79,45.0,1786.0,526.0,1475.0,460.0,1.7772,False,False,False,True,False,97500.0
-122.25,37.79,50.0,629.0,188.0,742.0,196.0,2.6458,False,False,False,True,False,125000.0
-122.25,37.79,52.0,1339.0,391.0,1086.0,363.0,2.181,False,False,False,True,False,138800.0
-122.25,37.8,36.0,1678.0,606.0,1645.0,543.0,2.2303,False,False,False,True,False,116700.0
-122.25,37.8,43.0,2344.0,647.0,1710.0,644.0,1.6504,False,False,False,True,False,151800.0
-122.24,37.8,52.0,996.0,228.0,731.0,228.0,2.2697,False,False,False,True,False,127000.0
-122.24,37.8,52.0,1591.0,373.0,1118.0,347.0,2.1563,False,False,False,True,False,128600.0
-122.24,37.8,52.0,1586.0,398.0,1006.0,335.0,2.1348,False,False,False,True,False,140600.0
-122.24,37.8,47.0,2046.0,588.0,1213.0,554.0,2.6292,False,False,False,True,False,182700.0
-122.23,37.8,52.0,1192.0,289.0,772.0,257.0,2.3833,False,False,False,True,False,146900.0
-122.24,37.8,52.0,1803.0,420.0,1321.0,401.0,2.957,False,False,False,True,False,122800.0
-122.24,37.8,49.0,2838.0,749.0,1487.0,677.0,2.5238,False,False,False,True,False,169300.0
-122.23,37.8,52.0,783.0,184.0,488.0,186.0,1.9375,False,False,False,True,False,126600.0
-122.23,37.8,51.0,1590.0,414.0,949.0,392.0,1.9028,False,False,False,True,False,127900.0
-122.23,37.8,50.0,1746.0,480.0,1149.0,415.0,2.25,False,False,False,True,False,123500.0
-122.23,37.8,52.0,1252.0,299.0,844.0,280.0,2.3929,False,False,False,True,False,111900.0
-122.23,37.79,43.0,5963.0,1344.0,4367.0,1231.0,2.1917,False,False,False,True,False,112800.0
-122.23,37.79,52.0,1783.0,395.0,1659.0,412.0,2.9357,False,False,False,True,False,107900.0
-122.23,37.79,30.0,999.0,264.0,1011.0,263.0,1.8854,False,False,False,True,False,137500.0
-122.24,37.79,39.0,1469.0,431.0,1464.0,389.0,2.1638,False,False,False,True,False,105500.0
-122.24,37.79,47.0,1372.0,395.0,1237.0,303.0,2.125,False,False,False,True,False,95500.0
-122.24,37.79,52.0,674.0,180.0,647.0,168.0,3.375,False,False,False,True,False,116100.0
-122.24,37.79,43.0,1626.0,376.0,1284.0,357.0,2.2542,False,False,False,True,False,112200.0
-122.25,37.79,51.0,175.0,43.0,228.0,55.0,2.1,False,False,False,True,False,75000.0
-122.25,37.79,39.0,461.0,129.0,381.0,123.0,1.6,False,False,False,True,False,112500.0
-122.25,37.79,52.0,902.0,237.0,846.0,227.0,3.625,False,False,False,True,False,125000.0
-122.26,37.8,20.0,2373.0,779.0,1659.0,676.0,1.6929,False,False,False,True,False,115000.0
-122.22,37.77,52.0,391.0,128.0,520.0,138.0,1.6471,False,False,False,True,False,95000.0
-122.22,37.77,52.0,1137.0,301.0,866.0,259.0,2.59,False,False,False,True,False,96400.0
-122.23,37.77,52.0,769.0,206.0,612.0,183.0,2.57,False,False,False,True,False,72000.0
-122.23,37.78,52.0,472.0,146.0,415.0,126.0,2.6429,False,False,False,True,False,71300.0
-122.23,37.78,52.0,862.0,215.0,994.0,213.0,3.0257,False,False,False,True,False,80800.0
-122.22,37.78,50.0,1920.0,530.0,1525.0,477.0,1.4886,False,False,False,True,False,128800.0
-122.23,37.78,43.0,1420.0,472.0,1506.0,438.0,1.9338,False,False,False,True,False,112500.0
-122.23,37.78,52.0,986.0,258.0,1008.0,255.0,1.4844,False,False,False,True,False,119400.0
-122.23,37.78,44.0,2340.0,825.0,2813.0,751.0,1.6009,False,False,False,True,False,118100.0
-122.23,37.79,48.0,1696.0,396.0,1481.0,343.0,2.0375,False,False,False,True,False,122500.0
-122.23,37.79,49.0,1175.0,217.0,859.0,219.0,2.293,False,False,False,True,False,106300.0
-122.22,37.79,37.0,2343.0,574.0,1608.0,523.0,2.1494,False,False,False,True,False,132500.0
-122.23,37.79,30.0,610.0,145.0,425.0,140.0,1.6198,False,False,False,True,False,122700.0
-122.23,37.79,40.0,930.0,199.0,564.0,184.0,1.3281,False,False,False,True,False,113300.0
-122.22,37.79,44.0,1487.0,314.0,961.0,272.0,3.5156,False,False,False,True,False,109500.0
-122.22,37.79,52.0,3424.0,690.0,2273.0,685.0,3.9048,False,False,False,True,False,164700.0
-122.21,37.79,52.0,762.0,190.0,600.0,195.0,3.0893,False,False,False,True,False,125000.0
-122.22,37.79,46.0,2366.0,575.0,1647.0,527.0,2.6042,False,False,False,True,False,124700.0
-122.22,37.79,49.0,1826.0,450.0,1201.0,424.0,2.5,False,False,False,True,False,136700.0
-122.22,37.79,38.0,3049.0,711.0,2167.0,659.0,2.7969,False,False,False,True,False,141700.0
-122.2,37.79,29.0,1640.0,376.0,939.0,340.0,2.8321,False,False,False,True,False,150000.0
-122.21,37.79,47.0,1543.0,307.0,859.0,292.0,2.9583,False,False,False,True,False,138800.0
-122.21,37.79,34.0,2364.0,557.0,1517.0,516.0,2.8365,False,False,False,True,False,139200.0
-122.21,37.79,35.0,1745.0,409.0,1143.0,386.0,2.875,False,False,False,True,False,143800.0
-122.21,37.8,39.0,2003.0,500.0,1109.0,464.0,3.0682,False,False,False,True,False,156500.0
-122.21,37.8,39.0,2018.0,447.0,1221.0,446.0,3.0757,False,False,False,True,False,151000.0
-122.2,37.8,43.0,3045.0,499.0,1115.0,455.0,4.9559,False,False,False,True,False,273000.0
-122.2,37.8,52.0,1547.0,293.0,706.0,268.0,4.7721,False,False,False,True,False,217100.0
-122.21,37.8,52.0,3519.0,711.0,1883.0,706.0,3.4861,False,False,False,True,False,187100.0
-122.2,37.8,41.0,2070.0,354.0,804.0,340.0,5.1184,False,False,False,True,False,239600.0
-122.21,37.8,48.0,1321.0,263.0,506.0,252.0,4.0977,False,False,False,True,False,229700.0
-122.19,37.8,48.0,1694.0,259.0,610.0,238.0,4.744,False,False,False,True,False,257300.0
-122.19,37.8,46.0,1938.0,341.0,768.0,332.0,4.2727,False,False,False,True,False,246900.0
-122.19,37.79,50.0,968.0,195.0,462.0,184.0,2.9844,False,False,False,True,False,179900.0
-122.2,37.79,40.0,1060.0,256.0,667.0,235.0,4.1739,False,False,False,True,False,169600.0
-122.2,37.8,46.0,2041.0,405.0,1059.0,399.0,3.8487,False,False,False,True,False,203300.0
-122.19,37.8,52.0,1813.0,271.0,637.0,277.0,4.0114,False,False,False,True,False,263400.0
-122.19,37.79,45.0,2718.0,451.0,1106.0,454.0,4.6563,False,False,False,True,False,231800.0
-122.19,37.79,28.0,3144.0,761.0,1737.0,669.0,2.9297,False,False,False,True,False,140500.0
-122.2,37.79,35.0,1802.0,459.0,1009.0,390.0,2.3036,False,False,False,True,False,126000.0
-122.2,37.79,49.0,882.0,195.0,737.0,210.0,2.6667,False,False,False,True,False,122000.0
-122.2,37.79,44.0,1621.0,452.0,1354.0,491.0,2.619,False,False,False,True,False,134700.0
-122.21,37.79,45.0,2115.0,533.0,1530.0,474.0,2.4167,False,False,False,True,False,139400.0
-122.2,37.79,45.0,2021.0,528.0,1410.0,480.0,2.7788,False,False,False,True,False,115400.0
-122.21,37.78,46.0,2239.0,508.0,1390.0,569.0,2.7352,False,False,False,True,False,137300.0
-122.21,37.78,52.0,1477.0,300.0,1065.0,269.0,1.8472,False,False,False,True,False,137000.0
-122.21,37.78,52.0,1056.0,224.0,792.0,245.0,2.6583,False,False,False,True,False,142600.0
-122.21,37.78,49.0,898.0,244.0,779.0,245.0,3.0536,False,False,False,True,False,137500.0
-122.22,37.78,44.0,2968.0,710.0,2269.0,610.0,2.3906,False,False,False,True,False,111700.0
-122.21,37.78,43.0,1702.0,460.0,1227.0,407.0,1.7188,False,False,False,True,False,126800.0
-122.21,37.78,47.0,881.0,248.0,753.0,241.0,2.625,False,False,False,True,False,111300.0
-122.22,37.77,40.0,494.0,114.0,547.0,135.0,2.8015,False,False,False,True,False,114800.0
-122.22,37.78,50.0,1776.0,473.0,1807.0,440.0,1.7276,False,False,False,True,False,102300.0
-122.22,37.78,44.0,1678.0,514.0,1700.0,495.0,2.0801,False,False,False,True,False,131900.0
-122.22,37.78,51.0,1637.0,463.0,1543.0,393.0,2.489,False,False,False,True,False,119100.0
-122.21,37.76,52.0,1420.0,314.0,1085.0,300.0,1.7546,False,False,False,True,False,80600.0
-122.21,37.77,52.0,591.0,173.0,353.0,137.0,4.0904,False,False,False,True,False,80600.0
-122.21,37.77,52.0,745.0,153.0,473.0,149.0,2.6765,False,False,False,True,False,88800.0
-122.2,37.77,49.0,2272.0,498.0,1621.0,483.0,2.4338,False,False,False,True,False,102400.0
-122.21,37.77,46.0,1234.0,375.0,1183.0,354.0,2.3309,False,False,False,True,False,98700.0
-122.21,37.77,43.0,1017.0,328.0,836.0,277.0,2.2604,False,False,False,True,False,100000.0
-122.19,37.77,42.0,932.0,254.0,900.0,263.0,1.8039,False,False,False,True,False,92300.0
-122.2,37.77,39.0,2689.0,597.0,1888.0,537.0,2.2562,False,False,False,True,False,94800.0
-122.2,37.77,41.0,1547.0,415.0,1024.0,341.0,2.0562,False,False,False,True,False,102000.0
-122.2,37.78,52.0,2300.0,443.0,1225.0,423.0,3.5398,False,False,False,True,False,158400.0
-122.2,37.78,39.0,1752.0,399.0,1071.0,376.0,3.1167,False,False,False,True,False,121600.0
-122.2,37.78,50.0,1867.0,403.0,1128.0,378.0,2.5401,False,False,False,True,False,129100.0
-122.2,37.77,43.0,2430.0,502.0,1537.0,484.0,2.898,False,False,False,True,False,121400.0
-122.21,37.78,44.0,1729.0,414.0,1240.0,393.0,2.3125,False,False,False,True,False,102800.0
-122.19,37.78,52.0,1026.0,180.0,469.0,168.0,2.875,False,False,False,True,False,160000.0
-122.19,37.77,52.0,2170.0,428.0,1086.0,425.0,3.3715,False,False,False,True,False,143900.0
-122.19,37.77,52.0,2329.0,445.0,1144.0,417.0,3.5114,False,False,False,True,False,151200.0
-122.19,37.78,52.0,2492.0,415.0,1109.0,375.0,4.3125,False,False,False,True,False,164400.0
-122.19,37.78,52.0,2198.0,397.0,984.0,369.0,3.22,False,False,False,True,False,156500.0
-122.18,37.78,33.0,142.0,31.0,575.0,47.0,3.875,False,False,False,True,False,225000.0
-122.19,37.78,49.0,1183.0,205.0,496.0,209.0,5.2328,False,False,False,True,False,174200.0
-122.19,37.78,52.0,1070.0,193.0,555.0,190.0,3.7262,False,False,False,True,False,166900.0
-122.2,37.78,45.0,1766.0,332.0,869.0,327.0,4.5893,False,False,False,True,False,163500.0
-122.18,37.79,39.0,617.0,95.0,236.0,106.0,5.2578,False,False,False,True,False,253000.0
